ra;nomealuno;codcurso;genero;Estado Civil;datanasc;logradouro;endereco;numero;complemento;Bairro;Cidade;UF;Regiao;Pais;CEP;E-mail;telefone;situacao
114512;Rafael Pontual ;135;2;2;28/05/94;Rua;Professora Ida Kolb;1196;163;Rio De Janeiro;CURICICA;RJ;SUDESTE;BR;22780800;rhponde@gmail.com;(22) 984720921;Concluido
114513;Rafael Poplade Pereira ;129;2;1;03/04/98;Avenida;Professora Ida Kolb;357;;Jardim Rodrigues Alves;FERRAZ DE VASCONCELOS;SP;SUDESTE;BR;8505400;lprado.rafael@gmail.com;(11) 985974933;Trancado
114514;Rafael Porcínio ;120;2;1;15/11/98;Rua;Professora Idalina César;1682;Casa;Laranjeiras;RIO DE JANEIRO;RJ;SUDESTE;BR;22240060;rafaelquarentani@gmail.com;(21) 990426060;Cancelado
114515;Rafael Porfirio ;134;2;1;05/06/02;Avenida;Professora Iole Maria Carmona;335;Apto 204;Vaz Lobo;RIO DE JANEIRO;RJ;SUDESTE;BR;21361132;rafayen@hotmail.com;(21) 979438027;Trancado
114516;Rafael Porfirio ;123;2;1;07/02/02;Avenida;Professora Lea Alencar;1750;Casa;Centro;IBOTIRAMA;BA;NORDESTE;BR;47520000;rafaquinteiro@gmail.com;(77) 939032594;Trancado
114517;Rafael Porfirio Da Silva ;127;2;1;15/09/97;Rua;Professora Leda Rocha;1941;274;São Paulo;SAO PAULO;SP;SUDESTE;BR;3112090;rafael_cae@hotmail.com;(11) 928766432;Cancelado
114518;Rafael Porfirio Da Silva ;136;2;4;27/05/82;Rua;Professora Lourdes GrutteBonin;334;Apto. 12;Jardim Paris;JUNDIAI;SP;SUDESTE;BR;13209201;rafaelrharo@gmail.com;(11) 971773079;Concluido
114519;Rafael Porfirio Da Silva Junior ;133;2;2;13/11/85;Rua;Professora Maria Alves Castilho;1292;;Jardim Santa Mônica;SAO PAULO;SP;SUDESTE;BR;5171040;raf_ran@hotmail.com;(11) 907212728;Concluido
114520;Rafael Porfirio Junger Filho ;131;2;2;15/09/87;Estrada;Professora Maria Do Carmo Montenegro;907;Bl 14 Cs 13;Guaratiba;RIO DE JANEIRO;RJ;SUDESTE;BR;23036060;rafael.rangel@tirr.com.br;(21) 953275393;Trancado
114521;Rafael Porpino ;121;2;3;18/04/92;Rua;Professora Maria EstheDa Costa Barros;792;;Itoupava Central;BLUMENAU;SC;SUL;BR;89063151;rrdg@uol.com.br;(47) 955800454;Trancado
114522;Rafael Porrino Vieira ;122;2;4;27/07/94;Rua;Professora Maria Jose Godoy;1306;;Jd Arabutam;EMBÚ;SP;SUDESTE;BR;6803250;rafareino@gmail.com;(19) 973311910;Cancelado
114523;Rafael Portela Santos De Carvalho Holanda ;120;2;1;27/04/97;Rua;Professora Maria Lianza;1651;Bloco 9 - Apto 02;Vila Nossa Senhora De Fátima;GUARULHOS;SP;SUDESTE;BR;7191257;rafaeljds@gmail.com;(11) 925320237;Ativo
114524;Rafael Portela Sousa ;122;2;1;18/04/99;Rua;Professora Maria Luiza Rodrigues;515;Fd;Senador Camara;RIO DE JANEIRO;RJ;SUDESTE;BR;21831336;lfernandessouza@yahoo.com.br;(21) 904616530;Trancado
114525;Rafael Portela Xavier Medeiros ;137;2;1;19/12/99;Avenida;Professora Maria Nilde Couto Bem  220;866;Apt 201;Cidade Nova;BELO HORIZONTE;MG;SUDESTE;BR;31170193;serafasilva@yahoo.com.br;(31) 991009319;Cancelado
114526;Rafael Portella De Melo ;129;2;1;21/08/97;Rua;Professora Maria Sales;1543;;Jardim Varan;SUZANO;SP;SUDESTE;BR;8696125;o.reifael@gmail.com;(11) 926662216;Cancelado
114527;Rafael Portella Malfessoni ;134;2;3;09/07/90;Rua;Professora Marta Pequeno;128;;Álvaro Weyne;FORTALEZA;CE;NORDESTE;BR;60335390;faelrsales@gmail.com;(85) 966818747;Cancelado
114528;Rafael Portella Pereira ;137;2;1;24/10/95;Rua;Professora Nina Stocco;1132;;Jardim Brasilia;AMERICANA;SP;SUDESTE;BR;13468720;rafael.ghiper@ig.com.br;(19) 927176455;Cancelado
114529;Rafael Portieri Prata ;137;2;1;26/06/00;Rua;Professora Nina Stocco;990;Bl 04 Ap 64;Conjunto Residencial Sitio Oratorio;SAO PAULO;SP;SUDESTE;BR;3978280;rarosgs@msn.com;(11) 976461474;Concluido
114530;Rafael Portilho ;125;2;1;26/04/01;Rua;Professora Odete Fernandes Pinto Da Silva;171;;Vila Nogueira;DIADEMA;SP;SUDESTE;BR;9942260;rafaeltorres@terra.com.br;(11) 960599220;Trancado
114531;Rafael Portilho Troncoso ;130;2;3;11/09/89;Rua;Professora Rosa Setti;1642;;Balneário Itaoca;MONGAGUÁ;SP;SUDESTE;BR;11730000;rafaelromulocardoso@gmail.com;(13) 965229601;Cancelado
114532;Rafael Porto ;127;2;1;12/11/99;Rua;Professora Violeta Vellozo Da Costa;46;201;Centro;ESTRELA;RS;SUL;BR;95880000;rafael.roso@gmail.com;(51) 999128209;Trancado
114533;Rafael Porto ;132;2;1;27/11/99;Estrada;Professora Virgília Rodrigues Alves De Carvalho Pinto;1534;Lte:27 Qdr:A 5;Loteamento Dinora Rosa;SOROCABA;SP;SUDESTE;BR;18071036;mceciliare_8@hotmail.com;(15) 921644999;Ativo
114534;Rafael Porto ;120;2;1;22/03/97;Rua;Professora Wanda Guarnieri De Almeida Negreiros;1206;Apt 103;Bom Retiro;JOINVILLE;SC;SUL;BR;89222570;rafael@rosseto.com.br;(47) 905603561;Cancelado
114535;Rafael Porto ;122;2;3;05/10/90;Rua;Professora Wanda Guarnieri De Almeida Negreiros;1637;Ap 51;Ipiranga;SAO PAULO;SP;SUDESTE;BR;4203002;rsakata@gmail.com;(11) 928473158;Concluido
114536;Rafael Porto Alvarenga ;121;2;1;10/06/00;Rua;ProfessoRaimundo Nonato;834;Casa;Irajá;RIO DE JANEIRO;RJ;SUDESTE;BR;21235170;rafaelroxo@gmail.com;(21) 958632065;Cancelado
114537;Rafael Porto De Oliveira Hess ;124;2;3;16/09/94;Rua;Professores;815;Ap 1001;Nossa Senhora Do Rosário;SAO JOSE;SC;SUL;BR;88110609;rafael.rubik@gmail.com;(48) 907122073;Trancado
114538;Rafael Porto Santos ;124;2;3;23/05/94;Rua;ProfessoRicardo Souza Cruz;723;C 3;Cidade Ariston Estela Azevedo;CARAPICUIBA;SP;SUDESTE;BR;6395340;rafael_sep@yahoo.com.br;(11) 939339235;Ativo
114539;Rafael Porto Tarchetti ;120;2;1;02/04/98;Rua;ProfessoRoberval Froes;1153;;Jardim Suécia;MOGI GUAÇÚ;SP;SUDESTE;BR;13848539;rafael@rftmd.com.br;(19) 961083713;Trancado
114540;Rafael Portugal ;125;2;1;01/11/01;Rua;ProfessoRoberval Froes;926;Apto 701;Copacabana;RIO DE JANEIRO;RJ;SUDESTE;BR;22071030;rafa.sampaio@outlook.com;(21) 979200003;Trancado
114541;Rafael Portugal ;127;2;1;29/05/96;Rua;ProfessoRodolfo Belz;763;;Jd Helena;SAO PAULO;SP;SUDESTE;BR;8420150;rafaelacido@bol.com.br;(11) 957607178;Concluido
114542;Rafael Portugal De Souza ;123;2;4;05/01/90;Rua;ProfessoRodolfo Belz;1846;Casa 3º Andar;Rocha Miranda;RIO DE JANEIRO;RJ;SUDESTE;BR;21540490;rafael.sants19@hotmail.com;(21) 923392519;Trancado
114543;Rafael Portugal Henriques ;120;2;4;19/05/95;Quadra;ProfessoRodolfo Sao Tiago;8;En 44 Sl 106;Asa Norte;BRASILIA;DF;CENTRO OESTE;BR;70734510;saraivacenter@gmail.com;(61) 987339591;Ativo
114544;Rafael Possa ;129;2;3;27/03/90;Rua;ProfessoRubiao Meira;398;Lote: 37;Jóquei Clube;SAO GONÇALO;RJ;SUDESTE;BR;24751760;rafael.silvak@gmail.com;(21) 929734365;Concluido
114545;Rafael Possamai ;135;2;1;29/08/98;Rua;ProfessoRubião Meira (Vl Washington);867;;Vl Oratorio;SAO PAULO;SP;SUDESTE;BR;3189160;rafiux83@hotmail.com;(11) 922711250;Concluido
114546;Rafael Possidonio Simoes ;135;2;1;19/06/96;Avenida;ProfessoRui Bloem;243;Bl 2 Ap 304;Santa Cruz;RIO DE JANEIRO;RJ;SUDESTE;BR;23575000;rassanrj@yahoo.com.br;(21) 925869739;Trancado
114547;Rafael Postale ;126;2;2;17/02/92;Rua;ProfessoSamuel Benchimol;472;;Itacorubi;FLORIANOPOLIS;SC;SUL;BR;88034100;rafael.silva@gmail.com;(49) 995689750;Trancado
114548;Rafael Potestino Costa ;133;2;1;30/04/96;Rua;ProfessoSamuel Moura;1301;;Parque Das Americas;MAUÁ;SP;SUDESTE;BR;9350585;leonepbo@ig.com.br;(11) 995815566;Cancelado
114549;Rafael Pousa Soares Violante ;123;2;3;30/06/95;Rua;ProfessoSandoval Arroxelas;1689;;Vila Leopoldina;SAO PAULO;SP;SUDESTE;BR;5311030;rafael.simoes@eletricapj.com.br;(11) 903925265;Ativo
114550;Rafael Poveron Ferreira ;127;2;1;06/02/98;Rua;ProfessoSantiago;1849;Ap 507;Jardim Atlantico;OLINDA;PE;NORDESTE;BR;53050430;rafaelcelestino@oi.com.br;(81) 982468039;Cancelado
114551;Rafael Póvoa ;127;2;2;04/02/90;Avenida;ProfessoSebastiao Parana;1505;Stne;Santa Lia;TERESINA;PI;NORDESTE;BR;64058720;jhrafael@gmail.com;(86) 969470860;Trancado
114552;Rafael Pradi ;137;2;2;16/06/91;Rua;ProfessoSidnei Noel Pinto Da Silva Jonior;142;;Vila Rica;PINDAMONHANGABA;SP;SUDESTE;BR;12422460;rafael.al.souza@gmail.com;(12) 968329664;Trancado
114553;Rafael Prado ;134;2;1;28/06/97;Rua;ProfessoSoriano Magalhaes;1372;;Cordeiros;ITAJAI;SC;SUL;BR;88310300;rafaelsouza@univali.br;(49) 971002158;Cancelado
114554;Rafael Prado ;126;2;1;14/03/96;Rua;ProfessoSoriano Magalhaes;1648;;Meier;RIO DE JANEIRO;RJ;SUDESTE;BR;20775070;rafaelguina@hotmail.com;(21) 999708492;Ativo
114555;Rafael Prado ;137;2;1;06/09/99;Rua;ProfessoTeixeira Da Rocha;1515;;Pauliceia;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9683000;ratu@ibest.com.br;(11) 972094878;Trancado
114556;Rafael Prado ;135;2;2;05/05/89;Rua;ProfessoTelmo De Souza Torres;1473;;Pae-Cara;GUARUJÁ;SP;SUDESTE;BR;11463370;rafael_tadeu@hotmail.com;(13) 936771005;Trancado
114557;Rafael Prado ;124;2;1;25/09/96;Rua;ProfessoTeodoro Braga;863;;Efapi;CHAPECO;SC;SUL;BR;89809570;bilo@programmer.net;(49) 997308290;Ativo
114558;Rafael Prado ;128;2;3;02/12/94;Rua;ProfessoThomaz Wartelsteiner;1184;Ap 121;Liberdade;SAO PAULO;SP;SUDESTE;BR;1322020;rafaeltch@yahoo.com;(11) 968872989;Cancelado
114559;Rafael Prado Da Silva ;125;2;1;19/10/98;Rua;ProfessoThomaz Wartelsteiner;1359;Casa 4;Vila Carrao;SAO PAULO;SP;SUDESTE;BR;3448000;rafael_tegani@hotmail.com;(11) 976613326;Concluido
114560;Rafael Prado De Carvalho ;136;2;4;18/11/91;Rua;ProfessoThomaz Wartelsteiner;363;;Vila Romanópolis;FERRAZ DE VASCONCELOS;SP;SUDESTE;BR;8500135;teixeira.rafaelp@gmail.com;(11) 954980291;Concluido
114561;Rafael Prado De Souza ;133;2;3;15/02/95;Rua;ProfessoTisserandot;52;;Santa Margarida (Barreiro);BELO HORIZONTE;MG;SUDESTE;BR;30640270;ratjan@cidadeinternet.com.br;(31) 942269457;Concluido
114562;Rafael Prado Faria ;134;2;1;04/07/99;Rua;ProfessoTorres Homem;1781;;Planalto;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9895510;rafaelstort@gmail.com;(11) 999328492;Trancado
114563;Rafael Prado Garcia ;138;2;3;13/05/91;Rua;ProfessoToshiaki Saito;300;Casa;Jardim Bonfiglioli;SAO PAULO;SP;SUDESTE;BR;5594100;rafaeltojal@outlook.com;(11) 919260177;Cancelado
114564;Rafael Prado Gomes Da Rosa ;124;2;2;24/11/93;Avenida;ProfessoUlisses Vieira;425;Sala 305;Jardim Campos Elíseos;CAMPINAS;SP;SUDESTE;BR;13060858;corporativo@rvtnet.com.br;(19) 923263524;Concluido
114565;Rafael Prado Gontijo ;123;2;4;06/06/90;Rua;ProfessoVahia De Abreu;562;;Jardim Caçapava;CAÇAPAVA;SP;SUDESTE;BR;12286070;rafaeltosetto@gmail.com;(12) 965990897;Ativo
114566;Rafael Prado Kamizaki ;137;2;2;06/10/88;Avenida;ProfessoValdemaDe Oliveira;1196;Apt 111;Jardim Umuarama;SAO PAULO;SP;SUDESTE;BR;4661100;rafa-trenas@hotmail.com;(11) 919120656;Concluido
114567;Rafael Prado Lima ;126;2;1;21/05/98;Rua;ProfessoValteFrankel;1989;Cs 3;Sitio Do Morro;SAO PAULO;SP;SUDESTE;BR;2553050;sandra.c@sigmabbs.com.br;(11) 973074473;Trancado
114568;Rafael Prado Lovisi ;126;2;1;27/06/97;Rua;ProfessoVasco De Queiroz Guimaraes;1333;;Cambui;CAMPINAS;SP;SUDESTE;BR;13024091;river_fac@hotmail.com.br;(19) 931905383;Cancelado
114569;Rafael Prado Netto ;135;2;2;13/08/91;Rua;ProfessoViana Da Silva;1245;;Jardim Leonor Mendes De Barros;SAO PAULO;SP;SUDESTE;BR;2348080;rafael.valquer@gmail.com;(11) 965139851;Concluido
114570;Rafael Prado Souza ;131;2;1;27/04/98;Rua;ProfessoVicente Maria Petrarca Scaglione;100;;Jardim Sao Jorge;PARANAVAI;PR;SUL;BR;87710030;mapaulin@terra.com.br;(44) 960595423;Trancado
114571;Rafael Prados ;126;2;1;04/01/99;Rua;ProfessoViegas;1588;;Mirandopolis;SAO PAULO;SP;SUDESTE;BR;4052110;rafael.emelen@email.com;(11) 983161239;Concluido
114572;Rafael Prates ;131;2;3;01/09/88;Avenida;ProfessoVillas Bouçada;1280;Casa;Boqueirão;PRAIA GRANDE;SP;SUDESTE;BR;11700080;rv.calvo86@gmail.com;(48) 950551119;Concluido
114573;Rafael Prates ;137;2;2;08/07/95;Rua;ProfessoVitoDo Amaral;1805;Apt 703;Engenho De Dentro;RIO DE JANEIRO;RJ;SUDESTE;BR;20730110;rafveiga@gmail.com;(21) 931449206;Cancelado
114574;Rafael Prates Pereira ;121;2;4;20/08/92;Rua;ProfessoVitoMiguel Romano;821;Lt13/15Ap1602;Alto Da Gloria;GOIANIA;GO;CENTRO OESTE;BR;74815110;rafaelvelozo@gmail.com;(62) 915619594;Trancado
114575;Rafael Prates Rocha ;125;2;1;31/10/01;Rua;ProfessoViveiros Raposo;334;Qd 248;Cidade Nova;MANAUS;AM;NORTE;BR;69094570;ex_cabeludo1@hotmail.com;(92) 951460150;Trancado
114576;Rafael Praxedes Da Silva Bittencourt ;121;2;2;25/01/89;Rua;ProfessoWaldiDe Jesus;1779;202;Tambaú;JOAO PESSOA;PB;NORDESTE;BR;58039170;rafael.ferreira@engenharia.ufjf.br;(83) 956183122;Trancado
114577;Rafael Praxedes De Araujo ;133;2;4;17/10/86;Rua;ProfessoZeferino;311;Casa 4;Vila Guacuri;SAO PAULO;SP;SUDESTE;BR;4475240;rafafilho@gmail.com;(11) 945409323;Concluido
114578;Rafael Prazeres ;122;2;2;08/11/90;Rua;Progenito Machuca;522;Casa 1;Rio Douro;MIGUEL PEREIRA;RJ;SUDESTE;BR;26910000;limarafaelvieira@gmail.com;(24) 908216546;Cancelado
114579;Rafael Prazeres Coelho ;124;2;2;09/05/94;Rua;Projetada;150;;Jardim Taima;EMBÚ;SP;SUDESTE;BR;6823460;rafavinicius67@gmail.com;(19) 941292256;Ativo
114580;Rafael Precioso Figueiredo ;135;2;2;28/06/93;Rua;Projetada;1210;;Castrioto;PETROPOLIS;RJ;SUDESTE;BR;25665251;rvfogel@gmail.com;(22) 901536021;Cancelado
114581;Rafael Presley ;130;2;4;07/10/90;Rua;Projetada;1407;;Jardim Popi;BIRIGÜI;SP;SUDESTE;BR;16201036;rafael@maservices.com.br;(19) 965716368;Concluido
114582;Rafael Presotto ;138;2;1;18/11/98;Rua;Projetada;632;Ap 52;Conjunto Residencial Jose Bonifacio;SAO PAULO;SP;SUDESTE;BR;8253655;rafaelvsbarros@gmail.com;(11) 993790825;Concluido
114583;Rafael Prestadora ;138;2;1;09/05/99;Travessa;Projetada;745;;Icarai;NITERÓI;RJ;SUDESTE;BR;24220150;engrafael.fidelis@gmail.com;(21) 988227859;Trancado
114584;Rafael Prestes Iori ;129;2;2;09/07/95;Avenida;Projetada;667;Ap 111 Md 3;Areias;RECIFE;PE;NORDESTE;BR;50860000;rafaelvitalgb@yahoo.com.br;(81) 960368616;Concluido
114585;Rafael Prestes Soares ;120;2;1;19/08/02;Rua;Projetada;918;;Vila Alzira;SANTO ANDRE;SP;SUDESTE;BR;9030200;rafavitorino@ig.com.br;(11) 904973859;Ativo
114586;Rafael Pretel ;135;2;3;27/08/94;Quadra;Projetada;1834;Cs 05;Guara Ii;BRASILIA;DF;CENTRO OESTE;BR;71050050;barcelos_rafael@hotmail.com;(61) 939882640;Cancelado
114587;Rafael Preto ;130;2;3;17/09/94;Rua;Projetada;252;Conjunto 3;Jardim Botanico;PORTO ALEGRE;RS;SUL;BR;90670090;rafael.zancanaro@rcxit.com.br;(51) 969499913;Cancelado
114588;Rafael Pretti ;126;2;1;21/10/95;Rua;Projetada 15;435;;Vila Mariana;SAO PAULO;SP;SUDESTE;BR;4016003;rafael.araujo.icsp@gmail.com;(11) 907918565;Trancado
114589;Rafaela Preve Medeiros ;121;1;1;29/06/96;Rua;Projetada 21;722;;Iraja;RIO DE JANEIRO;RJ;SUDESTE;BR;21230540;rafaely-rodrigues@ibest.com.br;(21) 991849065;Trancado
114590;Rafaela Primavesi ;120;1;1;30/04/97;Rua;Projetada 25;638;Ap 204;Centro;RIO DE JANEIRO;RJ;SUDESTE;BR;20231016;rra.ara@hotmail.com;(21) 993886947;Cancelado
114591;Rafaela Primon Taveira ;132;1;1;13/07/98;Rua;Projetada 550;792;Tor:A Ap 96;Jardim Tupanci;BARUERI;SP;SUDESTE;BR;6414025;raffamagalhaes@yahoo.com.br;(11) 925673948;Ativo
114592;Rafaella Prinou ;129;1;1;18/06/02;Rua;Projetada A;1999;140;Pioneiros;OURO BRANCO;MG;SUDESTE;BR;36420000;rafaelladeavila@gmail.com;(31) 922284940;Concluido
114593;Raffael Priore ;132;2;1;01/05/97;Rua;Projetada B;970;Ap 201;Olaria;RIO DE JANEIRO;RJ;SUDESTE;BR;21021370;raffael_art@hotmail.com;(21) 997462993;Cancelado
114594;Raffaele Priscila De Souza ;127;2;2;06/04/90;Travessa;Projetada B Lote 10 Quadra A;109;;Cachoeirinha;MANAUS;AM;NORTE;BR;69065220;raffaelpolari@hotmail.com;(92) 919594870;Trancado
114595;Rafhaella Priscila Marsola De Brito ;138;1;1;03/05/00;Rua;Projetada C;1798;Setor Norte;Morada Do Ouro;CUIABA;MT;CENTRO OESTE;BR;78053486;rafhaella_avila@hotmail.com;(66) 937208882;Concluido
114596;Raian Priscila Oliveira Dos Santos ;127;2;1;14/11/95;Rua;Projetada C Ac EtRj 14;865;Casa;Jardim Vila Rica - Tiradentes;VOLTA REDONDA;RJ;SUDESTE;BR;27259430;raianmedeiros@live.com;(24) 916489359;Cancelado
114597;Railton Prisco ;126;2;3;20/12/94;Rua;Projetada S N  Bl 08  Apt. 101 - Residencial Ipes I;354;Ap 1003 Ana Amelia;Brotas;SALVADOR;BA;NORDESTE;BR;40286030;cesar_oliver8@hotmail.com;(71) 948737433;Cancelado
114598;Railton Probst Neto ;132;2;1;16/07/03;Quadra;Protasio Alves;1678;Apt 302;Riacho Fundo I;BRASILIA;DF;CENTRO OESTE;BR;71825107;railtonfarias@gmail.com;(61) 992220243;Concluido
114599;Railton Prochnow Emmer Ferreira ;120;2;4;11/11/91;Rua;Protasio Alves;525;Casa;Afogados;RECIFE;PE;NORDESTE;BR;50750040;railtonmarinho.a@gmail.com;(81) 978698911;Cancelado
114600;Raimundo Procopio ;136;2;1;03/09/96;Rua;Protásio Alves;319;Conj. Manaim;Anil;SAO LUIS;MA;NORDESTE;BR;65045020;rcampeloneto@hotmail.com;(98) 965159474;Concluido
114601;Raimundo Procopio ;125;2;2;24/10/83;Rua;Prótasio Alves;557;;Sao Miguel Do Araguaia;SAO MIGUEL DO ARAGUAIA;GO;CENTRO OESTE;BR;76590000;rcarvalhedo@yahoo.com.br;(62) 935881258;Concluido
114602;Raimundo Produtos Eletronicos ;133;2;3;12/11/92;Rua;Protásio Alvest;802;Zel;Meier;RIO DE JANEIRO;RJ;SUDESTE;BR;20725230;reudes@pop.com.br;(21) 940019176;Trancado
114603;Raimundo Proencio Fassoli ;130;2;1;04/01/96;Rua;Providência  Quadra 18  12;614;203;Itapuã;VILA VELHA;ES;SUDESTE;BR;29101580;raimundo.falcao@gmail.com;(27) 984103057;Concluido
114604;Raimundo Proner ;126;2;3;02/03/85;Rua;Prudente De Moraes;1023;78-A . 1. Andar;Bonfim;SALVADOR;BA;NORDESTE;BR;40415180;raycostamenezes@hotmail.com;(71) 940182952;Concluido
114605;Raimundo Provedel ;124;2;3;06/11/89;Rua;Prudente De Moraes;1704;Casa 9;Vila Curuçá;SAO PAULO;SP;SUDESTE;BR;8031790;raimneves@gmail.com;(11) 992445697;Ativo
114606;Raimundo Provedor De Internet ;122;2;4;13/03/93;Avenida;Prudente De Moraes;1343;;Brasil Novo;MACAPÁ;AP;NORTE;BR;68909313;rdont@oi.com.br;(96) 995257916;Ativo
114607;Raimundo Provedor Ltda ;126;2;1;21/10/00;Rua;Prudente De Moraes;655;;Cidade Antonio Estevao De Carvalho;SAO PAULO;SP;SUDESTE;BR;8220240;runitto@gmail.com;(11) 937588714;Concluido
114608;Raimundo Prudente Aparecido Da Silva ;122;2;1;09/01/02;Rua;Prudente De Morais;150;Residencial Lisboa  Apto 1204;Santa Teresa;SALVADOR;BA;NORDESTE;BR;40265060;raimundomvti@gmail.com;(71) 931965585;Trancado
114609;Raimundo Prudente Ramos ;129;2;3;13/09/93;Rua;Prudente De Morais;951;;Centro;PARAIPABA;CE;NORDESTE;BR;62685000;romariohiperlink@gmail.com;(85) 937782617;Trancado
114610;Raissa Pruinelli ;134;1;3;20/12/89;Avenida;Prudente De Morais;384;Bl 4 Apt 10;Camorim;RIO DE JANEIRO;RJ;SUDESTE;BR;22783119;rissa_rc@yahoo.com.br;(21) 936103811;Cancelado
114611;Ralf Prust Porto ;137;2;1;26/11/99;Rua;Prudente De Morais;1278;Apt 103;Costa E Silva;JOINVILLE;SC;SUL;BR;89217301;apple_btd@hotmail.com;(47) 962617518;Cancelado
114612;Ralf Pucci ;138;2;1;28/08/95;Rua;Puebla;365;Apt 113;Assuncao;SAO BERNARDO DO CAMPO;SP;SUDESTE;BR;9861690;ralfdant@hotmail.com;(11) 986209410;Concluido
114613;Ralf Pucci ;137;2;1;08/08/01;Rua;Pulador;1752;;Vila Menck;OSASCO;SP;SUDESTE;BR;6273110;ralf.duller@gmail.com;(11) 928237022;Cancelado
114614;Ralph Pucci Simoni ;132;2;1;02/12/97;Avenida;Purus;551;401;Manaus;CENTRO;AM;NORTE;BR;69020010;ralph_haddad@hotmail.com;(92) 948407534;Concluido
114615;Ralph Puehler ;136;2;1;21/02/97;Avenida;Purus;812;;Prado;BELO HORIZONTE;MG;SUDESTE;BR;30110063;ralphliebessohn@gmail.com;(31) 938903533;Concluido
114616;Ramirez Puerta ;123;2;1;24/01/98;Avenida;Purus;913;Apto. 805  Bloco 03;Tabuleiro Do Martins;MACEIÓ;AL;NORDESTE;BR;57061110;miro@maxx.net.br;(82) 914754949;Ativo
114617;Ramirez Pugedo Alvarenga ;129;2;1;05/05/97;Avenida;Purús;1482;Bl. 4 - Ap. 12;Jardim Íris;SAO PAULO;SP;SUDESTE;BR;5145000;ramirez.oliveira@capgemini.com;(11) 959260940;Concluido
114618;Ramiro Pugliesi ;128;2;3;11/05/94;Avenida;Q;1631;Ap1501Ar;Santa Luíza;VITÓRIA;ES;SUDESTE;BR;29045402;ramiro.dallorto@gmail.com;(27) 938231364;Concluido
114619;Ramiro Puliafico Artur ;135;2;2;14/04/84;Rua;Q;533;;Guararapes;JABOATAO DOS GUARARAPES;PE;NORDESTE;BR;54325195;ramirofsfilho@hotmail.com;(81) 945345445;Ativo
114620;Ramiro Pulquerio Patrao ;133;2;1;27/05/01;Rua;Q;1562;252;Chapadao Do Ceu;CENTRO;GO;CENTRO OESTE;BR;75828000;ramiro@avisolucoes.com.br;(62) 913141136;Cancelado
114621;Rammy Pusinhol ;123;2;1;18/03/01;Quadra;Q 157;762;;Ceilandia Norte (Ceilandia);BRASILIA;DF;CENTRO OESTE;BR;72255311;rammyon@hotmail.com;(61) 986634849;Concluido
114622;Ramon Putz Goncalves De Carvalho ;121;2;1;04/11/96;Rua;Q. 1;459;Ap 1308;Maracana;RIO DE JANEIRO;RJ;SUDESTE;BR;20550013;ramonoliveira@ig.com.br;(21) 974976845;Trancado
114623;Ramon Qened Amorim Da Silva ;134;2;4;11/03/89;Rua;Q. 1006 Sul Alameda 7;1716;Casa;Cidade Nova São Miguel;SAO PAULO;SP;SUDESTE;BR;8042220;rmnmax@gmail.com;(11) 978915631;Trancado
114624;Ramon Quadros Bessa ;124;2;4;05/06/95;Rua;Q. 110 Norte Alameda 9;1027;;Trapiche Da Barra;MACEIO;AL;NORDESTE;BR;57010730;ramonrbr@hotmail.com;(82) 910759688;Ativo
114625;Ramon Quadros Da Silva ;131;2;2;12/03/92;Rua;Q. 5;1294;Casa 9;Jardim Santa Teresa;JUNDIAI;SP;SUDESTE;BR;13211410;rmn_1737@hotmail.com;(11) 979639254;Cancelado
114626;Ramon Quarentani ;135;2;2;06/06/84;Avenida;Q. 507 Sul Alameda 1;62;Centro De Tecnologia De Vitória;Mata Da Praia;VITORIA;ES;SUDESTE;BR;29066380;ramonphonorato@gmail.com;(28) 998894509;Trancado
114627;Ramon Quaresma Adelino Da Silva ;137;2;2;08/07/87;Rua;Q. 606 Sul Alameda Di Cavalcanti;1597;Fundos;Jardim Pinheiros;VALINHOS;SP;SUDESTE;BR;13274340;ramon.juliano@gmail.com;(19) 942919459;Trancado
114628;Ramon Quaresma Dos Santos ;136;2;2;30/07/90;Rua;Q. 806 Sul Alameda 16;828;;Duque De Caxias;DUQUE DE CAXIAS;RJ;SUDESTE;BR;25075240;ramonlbp@yahoo.com.br;(21) 913980548;Cancelado
114629;Ramon Quaresma Fonseca ;131;2;4;03/05/95;Rua;Q. Aos 2 Bloco E;1776;173;Rio De Janeiro;FREGUESIA;RJ;SUDESTE;BR;21911290;rsilva252@hotmail.com;(22) 913982517;Trancado
114630;Ramon Quaresma Ribeiro ;136;2;1;31/07/01;Rua;Q. Aos 5 Bloco B;1593;C 296;Ltm Ana Maria;COCAL DO SUL;SC;SUL;BR;88845000;tatianespears@aol.com;(48) 991915278;Concluido
114631;Ramon Quartarolli ;123;2;3;25/08/94;Rua;Q. Aos 7 Bloco D;1879;Casa A;Porto Velho;SAO GONÇALO;RJ;SUDESTE;BR;24426050;randrade.amr@outlook.com;(21) 946792079;Ativo
114632;Ramon Queiroz ;126;2;4;09/12/94;Rua;Q. Aos 8 Bloco C;1329;;Guaianazes;SAO PAULO;SP;SUDESTE;BR;8473285;ramondreis@gmail.com;(11) 989822256;Concluido
